MainCategory,SubCategory1,SubCategory2,category,menu_order,Model,SKU:sku,Price: regular_price,post_title,post_content,Images/Gallery,Spec Sheet Link,Spec Sheet Link Text,product_type,product_visibility,Inventory: stock,Wattage (W),Voltage (V),Lumens (lm),Efficiency,L70 Rated Life (Hrs),Bulb Equivalent,Base,Colour Temperature,Beam Angle,CRI,Dimmable,Operating Temperature,Environmental Rating,Certifications,2-HR Fire Rating Compliance,Nominal Length,Length (mm),Length (inches),Length,Width (mm),Width (inches),Height,Height (mm),Height (inches),Diameter (mm),Diameter (inches),Diameter,Weight (g),Weight (lbs),Inside Diameter,Outside Diameter,Shape,Warranty,Inner Carton Qty,Outer Carton Qty,Box Length (cm),Box Width (cm),Box Height (cm),Box CBM,Box CFT,Carton Weight (lbs),Carton Length (inches),Carton Width (inches),Carton Height (inches),Carton CFT,CARTON CBM,Driver Dimensions (mm),DriverDimensions (Inches),Hole Size Cutout,Dimmer Compatibility,Finish,Direct Replacement For,Use,Surge Protection,Diffuser Type,Diffuser Material,Optional Accessory,Mounting,Flange Dimensions,Recess Dimensions,Rib-reinforced,PIR Sensor,Auto Shut-off,Waterproofing,LED Quantity,LED Type,Input Voltage (VAC),Current Draw,Output Voltage (VDC),Dimensions (without tabs),Maximum Linkable Length,Classification Type
Bulbs,A-Type,A21 - High Output 30K,Bulbs>A-Type>A21 - High Output 30K,61,LED24WA21-EC 30K - 1058,1058,,LED24WA21-EC 30K - 1058,LED24WA21-EC 30K - 1058,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/07/CNA-LED24WA21-EC-XXK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/07/CNA-LED24WA21-EC-XXK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,9W,120VAC,700 lm,77.7 lm/W,"50,000 Hrs",  ,Hardwire (E26 Optional with Accessory Kit),5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to 40°C,Wet Location,"cETLus, Type IC Rated ",,  ,  ,  ,  ,,,  ,28 mm,"1-7/8""",125 mm,"4-7/8""",  ,,,,,  ,5 Years,24,24,,,,0,0,  ,,,,0,0,,,  ,,White Trim,  ,  ,,,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Candle,B10 Chandelier 27K,Bulbs>Candle>B10 Chandelier 27K,80,LED 5.2W B10-X 27K - 1162,1162,,LED 5.2W B10-X 27K - 1162,LED 5.2W B10-X 27K (X-Filament) - 1162,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-LED-5.2W-B10-X-xxK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-CNA-LED5.2WB10-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,9W,120VAC,650 lm,77.7 lm/W,"35,000 Hrs",  ,Hardwire (E26 Optional with Accessory Kit),5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,38°,? 80,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,0,,,  ,  ,24,24,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Candle,B10 Chandelier 30K,Bulbs>Candle>B10 Chandelier 30K,81,LED 5.2W B10-X 30K - 1163,1163,,LED 5.2W B10-X 30K - 1163,LED 5.2W B10-X 30K (X-Filament) - 1163,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-LED-5.2W-B10-X-xxK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-CNA-LED5.2WB10-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,24W,120VAC,2800 lm,116.7 lm/W,"50,000 Hrs",  ,"Hardwire - 4"" J-Box",3CCT - 3000K / 4000K / 5000K,110°,? 80,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,10,,,,0,0,  ,,,,0,0,,,  ,Yes - TRIAC / ELV,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Candle,B10 Chandelier 40K,Bulbs>Candle>B10 Chandelier 40K,82,LED 5.2W B10-X 40K - 1164,1164,,LED 5.2W B10-X 40K - 1164,LED 5.2W B10-X 40K (X-Filament) - 1164,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-LED-5.2W-B10-X-xxK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-CNA-LED5.2WB10-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,30W,120VAC,4000 lm,133 lm/W,"50,000 Hrs",  ,"Hardwire - 4"" J-Box",3CCT - 3000K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,850,1.87,,,  ,  ,10,10,,,,0,0,  ,,,,0,0,,,  ,Yes - TRIAC / ELV,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Candle,B10 Chandelier 50K,Bulbs>Candle>B10 Chandelier 50K,83,LED 5.2W B10-X 50K - 1165,1165,,LED 5.2W B10-X 50K - 1165,LED 5.2W B10-X 50K (X-Filament) - 1165,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-LED-5.2W-B10-X-xxK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1162-1163-1164-1165-CNA-LED5.2WB10-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,30W,120VAC,4000 lm,133.3 lm/W,"50,000 Hrs",  ,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,10,,,,0,0,  ,,,,0,0,,,  ,Yes - TRIAC / ELV,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Candle,B10 Chandelier - White Filament 30K,Bulbs>Candle>B10 Chandelier - White Filament 30K,84,LED 5.5W B10-WH - 1195,1195,,LED 5.5W B10-WH - 1195,LED 5.5W B10-WH (White Filament)- 1195,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/01/1195-CNA-LED5.5WB10-WH-30K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/01/1195-CNA-LED5.5WB10-WH-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,8W,120VAC,750 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",137 mm,"5-1/16""",,,,,,,5 Years,40,40,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G16 Clear 30K - E12,Bulbs>Globe>G16 Clear 30K - E12,90,LED 5.5W G16-CL 30K - 1118,1118,,LED 5.5W G16-CL 30K - 1118,LED 5.5W G16-CL 30K - 1118,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/10/1118-CNA-LED5.5WG16-CL-30K-500x500-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/10/1118-CNA-LED5.5WG16-CL-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,12W,120VAC,1000 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",179 mm,"7-1/16""",,,,,,,5 Years,40,40,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,Black,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G16 Milky / Opaque - E12 30K,Bulbs>Globe>G16 Milky / Opaque - E12 30K,91,LED 5.5W G16-ML 30K - 1119,1119,,LED 5.5W G16-ML 30K - 1119,LED 5.5W G16-ML 30K - 1119,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/10/1119-CNA-LED5.5WG16-ML-30K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/10/1119-CNA-LED5.5WG16-ML-30K-Spec-Sheet-0.pdf,Spec Sheet Link,simple,1,1,12W,120VAC,1000 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",179 mm,"7-1/16""",,,,,,,5 Years,40,40,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G16 Clear 30K - E26 ,Bulbs>Globe>G16 Clear 30K - E26 ,92,LED 5.5W G16-CL 30K E26 - 1213,1213,,LED 5.5W G16-CL 30K E26 - 1213,LED 5.5W G16-CL 30K E26 - 1213,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/10/1213-CNA-LED5.5WG16-CL-30K-E26-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/10/1213-CNA-LED5.5WG16-CL-30K-E26-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,18W,120VAC,1500 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",216 mm,"8.5""",,,,,,,5 Years,20,20,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,Black,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G25 Clear 30K,Bulbs>Globe>G25 Clear 30K,95,LED 5.5W G25 30K - 814,814,,LED 5.5W G25 30K - 814,LED 5.5W G25 30K - 814,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/01/814-CNA-LED5WG25-CL-30K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/01/814-CNA-LED5WG25-CL-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,18W,120VAC,1500 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",216 mm,"8.5""",,,,,,,5 Years,20,20,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G25 Milky / Opaque 27K,Bulbs>Globe>G25 Milky / Opaque 27K,96,LED 5W G25-ML 27K - 1127,1127,,LED 5W G25-ML 27K - 1127,LED 5W G25-ML 27K - 1127,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/01/1120-1127-CNA-LED5WG25-ML-570x570-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/1127-CNA-LED5WG25-ML-27K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,24W,120VAC,2000 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",299 mm,"11-12/16""",,,,,,,5 Years,10,10,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,Black,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Globe,G25 Milky / Opaque 30K,Bulbs>Globe>G25 Milky / Opaque 30K,97,LED 5W G25-ML 30K - 1120,1120,,LED 5W G25-ML 30K - 1120,LED 5W G25-ML 30K - 1120,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/01/1120-1127-CNA-LED5WG25-ML-570x570-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/01/1120-CNA-LED5WG25-ML-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,24W,120VAC,2000 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",299 mm,"11-12/16""",,,,,,,5 Years,10,10,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Vintage,S14 27K,Bulbs>Vintage>S14 27K,105,LED 0.8W S14 27K - 1207,1207,,LED 0.8W S14 27K - 1207,LED 0.8W S14 27K - 1207,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/06/1207-CNA-LED0.8WS14-27K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/06/1207-CNA-LED0.8WS14-27K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,32W,120VAC,2650 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",380 mm ,"15-1/16""",,,,,,,5 Years,10,10,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Vintage,ST19 Vintage Amber 22K,Bulbs>Vintage>ST19 Vintage Amber 22K,110,LED 5.5W ST19 22K - 983,983,,LED 5.5W ST19 22K - 983,LED 5.5W ST19 22K - 983,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2016/05/CNA-LED-4.5W-ST19-DIM-22K-500x500.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/01/CNA-LED5.5WST19-22K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,40W,120VAC,3300 lm,83.3 lm/W,"50,000 Hrs",,"Hardwire - 4"" J-Box",5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,110°,? 80,Yes,-20°C to +40°C,Damp Location,cETLus,,,,,,,,,17 mm,"5/8""",480 mm,"19-1/16""",,,,,,,5 Years,10,10,,,,0,0,,,,,0,0,,,,Yes - TRIAC Down to 1%,White,,,,Acrylic,,,,,,,,,,,,,,,,,
Bulbs,Vintage,ST19 Vintage - X Filament 22K,Bulbs>Vintage>ST19 Vintage - X Filament 22K,112,LED 5.5W ST19-X 22K - 1166 (Coming Soon),1166,,LED 5.5W ST19-X 22K - 1166 (Coming Soon),LED 5.5W ST19-X 22K - 1166 (Coming Soon), ,,,simple,1,1,18W,120VAC,1200 lm,66.7 lm/W,"50,000 Hrs",,Hardwire,5CCT - 2700K / 3000K / 4000K / 5000K / 6500K,,80,Yes,-20°C to 40°C,Damp Location,cETLus,,,,,,,,"3-5/6""",,"3-5/6""",,"11""","11""",,,,,,5 Years,10,10,,,,0,0,12.7,,,,0,0,,,,,White,,,,White Acrylic,Plastic,,,,,,,,,,,,,,,,
Bulbs,Vintage,ST19 Vintage - X Filament 27K,Bulbs>Vintage>ST19 Vintage - X Filament 27K,113,LED 5.5W ST19-X 27K - 1167,1167,,LED 5.5W ST19-X 27K - 1167,LED 5.5W ST19-X 27K - 1167,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED-5.5W-ST19-X-XXK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED5.5WST19-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,120VAC,1600 lm,80 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,  ,? 80,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,"3-14/""",  ,"13""","13""",200,0.44,,,  ,5 Years,6,6,,,,0,0,  ,,,,0,0,,,  ,,Opaque,  ,  ,,White Acrylic,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Vintage,ST19 Vintage - X Filament 30K,Bulbs>Vintage>ST19 Vintage - X Filament 30K,114,LED 5.5W ST19-X 30K - 1168,1168,,LED 5.5W ST19-X 30K - 1168,LED 5.5W ST19-X 30K - 1168,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED-5.5W-ST19-X-XXK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED5.5WST19-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,15W,120VAC,1100 lm,73.3 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,  ,? 80,Yes,  ,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,"3-7/8""",  ,"12""","12""",400,0.88,,,  ,5 Years,6,6,,,,0,0,  ,,,,0,0,,,  ,,Brushed Nickel,  ,  ,,White Acrylic,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Vintage,ST19 Vintage - X Filament 40K,Bulbs>Vintage>ST19 Vintage - X Filament 40K,115,LED 5.5W ST19-X 40K - 1169,1169,,LED 5.5W ST19-X 40K - 1169,LED 5.5W ST19-X 40K - 1169,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED-5.5W-ST19-X-XXK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED5.5WST19-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,15W,120VAC,1100 lm,73.3 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,  ,? 80,Yes,  ,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,"3-7/8""",  ,"12""","12""",400,0.88,,,  ,5 Years,6,6,,,,0,0,  ,,,,0,0,,,  ,,Matte Black,  ,  ,,White Acrylic,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Vintage,ST19 Vintage - White Filament 30K,Bulbs>Vintage>ST19 Vintage - White Filament 30K,120,LED 6.5W ST19-WH 30K - 1197,1197,,LED 6.5W ST19-WH 30K - 1197,LED 6.5W ST19-WH 30K (White Filament) - 1197,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/01/1197-CNA-LED6.5WST19-WH-30K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/01/1197-CNA-LED6.5WST19-WH-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,16W / 22W / 30W,120VAC,1067 lm / 1467 lm / 2000 lm,66.7 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,  ,? 80,Yes,  ,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,"2.5""",  ,"16""","16""",,,,,  ,5 Years,6,6,,,,0,0,  ,,,,0,0,,,  ,,Brushed Nickel,  ,  ,,White Acrylic,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Vintage,ST19 Vintage - Curved Filament 30K,Bulbs>Vintage>ST19 Vintage - Curved Filament 30K,125,LED 8.8W ST19-R 30K - 1172,1172,,LED 8.8W ST19-R 30K - 1172,LED 8.8W ST19-R 30K (Curved Filament) - 1172,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/04/1172-CNA-LED-8.8W-ST19-R-30K-600x600-2.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/09/1167-1168-1169-CNA-LED5.5WST19-X-xxK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,16W / 22W / 30W,120VAC,1067 lm / 1467 lm / 2000 lm,66.7 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,  ,? 80,Yes,  ,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,"2.5""",  ,"16""","16""",,,,,  ,5 Years,6,6,,,,0,0,  ,,,,0,0,,,  ,,Matte Black,  ,  ,,White Acrylic,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,T-Type,T10 Clear 30K,Bulbs>T-Type>T10 Clear 30K,135,LED 4.5W T10-FL DIM 30K - 831,831,,LED 4.5W T10-FL DIM 30K - 831,LED 4.5W T10-FL DIM 30K - 831,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2015/09/LED-4W-T10-FL-DIM-500x500.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/07/CNA-LED-4.5W-T10-FL-DIM-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,28W,120VAC,2000 lm,71.4 lm/W,"50,000 Hrs",,Hardwire,5CCT - 2700K / 3000K / 4000K / 5000K / 6500K,120°,80,Yes,-20°C to 40°C,Damp Location,cETLus,,,,,,,,,74 mm,"2-7/8""",378 mm,"15""","378 mm / 15""",,,,,,5 Years,5,5,,,,0,0,,,,,0,0,,,,,Gold Black,,,,White Acrylic,Plastic,,,,,,,,,,,,,,,,
Bulbs,T-Type,T25 Clear 30K,Bulbs>T-Type>T25 Clear 30K,140,LED 3.5W T25 30K - 1050,1050,,LED 3.5W T25 30K - 1050,LED 3.5W T25 30K - 1050,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED3.5WT25-27K-476x476.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-LED3.5WT25-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,28W,120VAC,2001 lm,71.4 lm/W,"50,000 Hrs",,Hardwire,5CCT - 2700K / 3000K / 4000K / 5000K / 6500K,120°,80,Yes,-20°C to 40°C,Damp Location,cETLus,,,,,,,,,74 mm,"2-7/8""",378 mm,"15""","378 mm / 15""",,,,,,5 Years,5,5,,,,0,0,,,,,0,0,,,,,Black White,,,,White Acrylic,Plastic,,,,,,,,,,,,,,,,
Bulbs,T-Type,T25 Milky / Opaque 30K,Bulbs>T-Type>T25 Milky / Opaque 30K,141,LED 3.5W T25-ML 30K - 1137,1137,,LED 3.5W T25-ML 30K - 1137,LED 3.5W T25-ML 30K - 1137,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/1137-CNA-LED3.5WT25-ML-30K-344x344-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/04/1137-CNA-LED3.5WT25-ML-30K-Spec-Sheet-01.pdf,Spec Sheet Link,simple,1,1,28W,120VAC,2002 lm,71.4 lm/W,"50,000 Hrs",,Hardwire,5CCT - 2700K / 3000K / 4000K / 5000K / 6500K,120°,80,Yes,-20°C to 40°C,Damp Location,cETLus,,,,,,,,,74 mm,"2-7/8""",378 mm,"15""","378 mm / 15""",,,,,,5 Years,5,5,,,,0,0,,,,,0,0,,,,,Gold White,,,,White Acrylic,Plastic,,,,,,,,,,,,,,,,
Bulbs,T-Type,T30 Vintage 27K,Bulbs>T-Type>T30 Vintage 27K,145,LED 8W T30 27K - 1046,1046,,LED 8W T30 27K - 1046,LED 8W T30 27K - 1046,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/01/CNA-LED8WT30-27K-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/01/CNA-LED8WT30-27K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,10W,120VAC,600 lm,60 lm/W,"50,000 Hrs",  ,Hardwire,3000K,  ,? 80,No,-20°C to 40°C,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,5 Years,20,20,,,,0,0,  ,,,,0,0,,,  ,  ,White,  ,  ,,  ,  ,  ,,  ,  ,  ,PIR Sensor,30 seconds,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Miniature,E11 Mini-Can 30K,Bulbs>Miniature>E11 Mini-Can 30K,150,LED3WE11-DIM 3000K - 899,899,,LED3WE11-DIM 3000K - 899,LED3WE11-DIM 3000K - 899,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2016/12/CNA-LED3WE11-DIM-30K-500x500.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2016/12/CNA-LED3WE11-DIM-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,18W,120VAC,1350 lm,75 lm/W,"50,000 Hrs",  ,Hardwire,5CCT - 2700K / 3000K / 3500K / 4000K / 5000K,120°,80,No,-20°C to 40°C,Damp Location,cETLus,,  ,  ,  ,  ,,,  ,25 mm,"1""",226 mm,"8-5/16""",  ,,,,,  ,3 Years,20,20,,,,0,0,  ,,,,0,0,,,  ,  ,White,  ,  ,,  ,  ,  ,,  ,  ,  ,Day/Night Photometric & PIR Motion Sensor,3 Minutes,  ,  ,  ,  ,  ,  ,  ,  ,  
Bulbs,Miniature,G4 12V Bi-pin 30K ,Bulbs>Miniature>G4 12V Bi-pin 30K ,151,LED1.5WG4SM 30K - 929,929,,LED1.5WG4SM 30K - 929,LED1.5WG4SM 30K - 929,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/929-CNA-LED1.5WG4SM-30K-500x500-2.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/929-CNA-LED1.5WG4SM-30K-02.pdf,Spec Sheet Link,simple,1,1,10W,120VAC,600 lm,60 lm/W,"50,000 Hrs",  ,"Hardwire - 4"" J-BOX",3000K,110°,? 80,Yes - TRIAC / ELV,-20°C to +45°C,Wet Location,cETLus,,  ,111 mm,"4-3/8""",  ,111 mm,"4-3/8""",  ,17 mm ,"5/8""",  ,  ,,410,0.9,,,  ,5 Years,20,20,,,,0,0,  ,,,,0,0,,,  ,Yes - TRIAC / ELV,White,  ,  ,,Acrylic - Low Glare,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
